Epoch 1/1 | Batch 0/1767 | Avg Loss: 0.18479882180690765
Epoch 1/1 | Batch 17/1767 | Avg Loss: 0.20792080900248358
Epoch 1/1 | Batch 34/1767 | Avg Loss: 0.22477163418250926
Epoch 1/1 | Batch 51/1767 | Avg Loss: 0.1955475662561024
Epoch 1/1 | Batch 68/1767 | Avg Loss: 0.22302228168529623
Epoch 1/1 | Batch 85/1767 | Avg Loss: 0.18042626363389633
Epoch 1/1 | Batch 102/1767 | Avg Loss: 0.2355923091664034
Epoch 1/1 | Batch 119/1767 | Avg Loss: 0.20815643602434328
Epoch 1/1 | Batch 136/1767 | Avg Loss: 0.23862270945135286
Epoch 1/1 | Batch 153/1767 | Avg Loss: 0.23622355478651383
Epoch 1/1 | Batch 170/1767 | Avg Loss: 0.21868749182013905
Epoch 1/1 | Batch 187/1767 | Avg Loss: 0.2140251858269467
Epoch 1/1 | Batch 204/1767 | Avg Loss: 0.17532365988282597
Epoch 1/1 | Batch 221/1767 | Avg Loss: 0.20326429649310954
Epoch 1/1 | Batch 238/1767 | Avg Loss: 0.2317326033816618
Epoch 1/1 | Batch 255/1767 | Avg Loss: 0.21620416553581462
Epoch 1/1 | Batch 272/1767 | Avg Loss: 0.1862220146200236
Epoch 1/1 | Batch 289/1767 | Avg Loss: 0.17849291685749502
Epoch 1/1 | Batch 306/1767 | Avg Loss: 0.18714219791924253
Epoch 1/1 | Batch 323/1767 | Avg Loss: 0.18588471456485636
Epoch 1/1 | Batch 340/1767 | Avg Loss: 0.22279015972333796
Epoch 1/1 | Batch 357/1767 | Avg Loss: 0.21721865061451406
Epoch 1/1 | Batch 374/1767 | Avg Loss: 0.19905297436258373
Epoch 1/1 | Batch 391/1767 | Avg Loss: 0.21579708202796824
Epoch 1/1 | Batch 408/1767 | Avg Loss: 0.1927885527119917
Epoch 1/1 | Batch 425/1767 | Avg Loss: 0.1655131600358907
Epoch 1/1 | Batch 442/1767 | Avg Loss: 0.2037033979945323
Epoch 1/1 | Batch 459/1767 | Avg Loss: 0.18844964377143802
Epoch 1/1 | Batch 476/1767 | Avg Loss: 0.20727391278042512
Epoch 1/1 | Batch 493/1767 | Avg Loss: 0.23053519318208976
Epoch 1/1 | Batch 510/1767 | Avg Loss: 0.18949824483955607
Epoch 1/1 | Batch 527/1767 | Avg Loss: 0.21341446655638077
Epoch 1/1 | Batch 544/1767 | Avg Loss: 0.20616505404605584
Epoch 1/1 | Batch 561/1767 | Avg Loss: 0.18585843045045347
Epoch 1/1 | Batch 578/1767 | Avg Loss: 0.2043161457952331
Epoch 1/1 | Batch 595/1767 | Avg Loss: 0.18944576798993
Epoch 1/1 | Batch 612/1767 | Avg Loss: 0.18394496335702784
Epoch 1/1 | Batch 629/1767 | Avg Loss: 0.19251602011568406
Epoch 1/1 | Batch 646/1767 | Avg Loss: 0.21049318199648576
Epoch 1/1 | Batch 663/1767 | Avg Loss: 0.1865979064913357
Epoch 1/1 | Batch 680/1767 | Avg Loss: 0.1886019229012377
Epoch 1/1 | Batch 697/1767 | Avg Loss: 0.17103761346901164
Epoch 1/1 | Batch 714/1767 | Avg Loss: 0.17536092001725645
Epoch 1/1 | Batch 731/1767 | Avg Loss: 0.18184610149439642
Epoch 1/1 | Batch 748/1767 | Avg Loss: 0.23118872195482254
Epoch 1/1 | Batch 765/1767 | Avg Loss: 0.17219132316463134
Epoch 1/1 | Batch 782/1767 | Avg Loss: 0.15452883743187962
Epoch 1/1 | Batch 799/1767 | Avg Loss: 0.18135866369394696
Epoch 1/1 | Batch 816/1767 | Avg Loss: 0.16771220985580892
Epoch 1/1 | Batch 833/1767 | Avg Loss: 0.2093721255660057
Epoch 1/1 | Batch 850/1767 | Avg Loss: 0.18928597714094555
Epoch 1/1 | Batch 867/1767 | Avg Loss: 0.17544773440150654
Epoch 1/1 | Batch 884/1767 | Avg Loss: 0.19618981813683228
Epoch 1/1 | Batch 901/1767 | Avg Loss: 0.19257752553505056
Epoch 1/1 | Batch 918/1767 | Avg Loss: 0.15514951067812302
Epoch 1/1 | Batch 935/1767 | Avg Loss: 0.18539134369176977
Epoch 1/1 | Batch 952/1767 | Avg Loss: 0.19028814531424465
Epoch 1/1 | Batch 969/1767 | Avg Loss: 0.21047084910028122
Epoch 1/1 | Batch 986/1767 | Avg Loss: 0.16432272248408375
Epoch 1/1 | Batch 1003/1767 | Avg Loss: 0.20087111303034952
Epoch 1/1 | Batch 1020/1767 | Avg Loss: 0.21098419191206202
Epoch 1/1 | Batch 1037/1767 | Avg Loss: 0.17316296696662903
Epoch 1/1 | Batch 1054/1767 | Avg Loss: 0.16618127814110586
