Epoch 1/1 | Batch 0/1767 | Avg Loss: 0.5277239084243774
Epoch 1/1 | Batch 17/1767 | Avg Loss: 0.4458810169907177
Epoch 1/1 | Batch 34/1767 | Avg Loss: 0.3994425991002251
Epoch 1/1 | Batch 51/1767 | Avg Loss: 0.3421500167425941
Epoch 1/1 | Batch 68/1767 | Avg Loss: 0.46795513174113107
Epoch 1/1 | Batch 85/1767 | Avg Loss: 0.37910547414246726
Epoch 1/1 | Batch 102/1767 | Avg Loss: 0.42403636346845064
Epoch 1/1 | Batch 119/1767 | Avg Loss: 0.40995893057654886
Epoch 1/1 | Batch 136/1767 | Avg Loss: 0.4549936240210253
Epoch 1/1 | Batch 153/1767 | Avg Loss: 0.3795569170923794
Epoch 1/1 | Batch 170/1767 | Avg Loss: 0.3333059595349957
Epoch 1/1 | Batch 187/1767 | Avg Loss: 0.4459034081767587
Epoch 1/1 | Batch 204/1767 | Avg Loss: 0.3723081424832344
Epoch 1/1 | Batch 221/1767 | Avg Loss: 0.4170971000019242
Epoch 1/1 | Batch 238/1767 | Avg Loss: 0.3474772401592311
Epoch 1/1 | Batch 255/1767 | Avg Loss: 0.39983127309995536
Epoch 1/1 | Batch 272/1767 | Avg Loss: 0.38047388195991516
Epoch 1/1 | Batch 289/1767 | Avg Loss: 0.4575904476291993
Epoch 1/1 | Batch 306/1767 | Avg Loss: 0.4244129824287751
Epoch 1/1 | Batch 323/1767 | Avg Loss: 0.42599279126700235
Epoch 1/1 | Batch 340/1767 | Avg Loss: 0.36282693945309696
Epoch 1/1 | Batch 357/1767 | Avg Loss: 0.33213895296349244
Epoch 1/1 | Batch 374/1767 | Avg Loss: 0.3773673496702138
Epoch 1/1 | Batch 391/1767 | Avg Loss: 0.3826200874412761
Epoch 1/1 | Batch 408/1767 | Avg Loss: 0.46378292844575997
Epoch 1/1 | Batch 425/1767 | Avg Loss: 0.36643491247121024
Epoch 1/1 | Batch 442/1767 | Avg Loss: 0.39393046717433366
Epoch 1/1 | Batch 459/1767 | Avg Loss: 0.4103000597918735
