Epoch 1/1 | Batch 0/1767 | Avg Loss: 0.3133965730667114
Epoch 1/1 | Batch 17/1767 | Avg Loss: 0.2790638523943284
Epoch 1/1 | Batch 34/1767 | Avg Loss: 0.28194508745389824
Epoch 1/1 | Batch 51/1767 | Avg Loss: 0.26417188784655404
Epoch 1/1 | Batch 68/1767 | Avg Loss: 0.2557499172056423
Epoch 1/1 | Batch 85/1767 | Avg Loss: 0.25318917369141297
Epoch 1/1 | Batch 102/1767 | Avg Loss: 0.2099408621297163
Epoch 1/1 | Batch 119/1767 | Avg Loss: 0.2126389930353445
Epoch 1/1 | Batch 136/1767 | Avg Loss: 0.1968267691486022
Epoch 1/1 | Batch 153/1767 | Avg Loss: 0.17990916134680018
Epoch 1/1 | Batch 170/1767 | Avg Loss: 0.17003867490326657
Epoch 1/1 | Batch 187/1767 | Avg Loss: 0.17736469559809742
Epoch 1/1 | Batch 204/1767 | Avg Loss: 0.1546176378341282
Epoch 1/1 | Batch 221/1767 | Avg Loss: 0.16622675692333894
Epoch 1/1 | Batch 238/1767 | Avg Loss: 0.1159238243365989
Epoch 1/1 | Batch 255/1767 | Avg Loss: 0.1337617657640401
Epoch 1/1 | Batch 272/1767 | Avg Loss: 0.1287450448555105
Epoch 1/1 | Batch 289/1767 | Avg Loss: 0.13817847651593826
Epoch 1/1 | Batch 306/1767 | Avg Loss: 0.15107134729623795
Epoch 1/1 | Batch 323/1767 | Avg Loss: 0.13381855628069708
Epoch 1/1 | Batch 340/1767 | Avg Loss: 0.1303666247164502
Epoch 1/1 | Batch 357/1767 | Avg Loss: 0.12178748813183869
Epoch 1/1 | Batch 374/1767 | Avg Loss: 0.11461952525903196
Epoch 1/1 | Batch 391/1767 | Avg Loss: 0.1313403928104569
Epoch 1/1 | Batch 408/1767 | Avg Loss: 0.1124265754924101
Epoch 1/1 | Batch 425/1767 | Avg Loss: 0.13021889416610494
Epoch 1/1 | Batch 442/1767 | Avg Loss: 0.12688015795805874
Epoch 1/1 | Batch 459/1767 | Avg Loss: 0.13529756993931882
Epoch 1/1 | Batch 476/1767 | Avg Loss: 0.152262621504419
Epoch 1/1 | Batch 493/1767 | Avg Loss: 0.1246370585525737
Epoch 1/1 | Batch 510/1767 | Avg Loss: 0.13360134205397436
Epoch 1/1 | Batch 527/1767 | Avg Loss: 0.1182181765051449
Epoch 1/1 | Batch 544/1767 | Avg Loss: 0.12784306573517182
Epoch 1/1 | Batch 561/1767 | Avg Loss: 0.12436353700125918
Epoch 1/1 | Batch 578/1767 | Avg Loss: 0.12509089554933941
Epoch 1/1 | Batch 595/1767 | Avg Loss: 0.12496780034373789
Epoch 1/1 | Batch 612/1767 | Avg Loss: 0.13197810531539075
Epoch 1/1 | Batch 629/1767 | Avg Loss: 0.12850857876679478
Epoch 1/1 | Batch 646/1767 | Avg Loss: 0.12390108932467069
