Epoch 1/1 | Batch 0/1767 | Avg Loss: 0.39315715432167053
Epoch 1/1 | Batch 17/1767 | Avg Loss: 0.2940571956774768
Epoch 1/1 | Batch 34/1767 | Avg Loss: 0.3140505832784316
Epoch 1/1 | Batch 51/1767 | Avg Loss: 0.3166844993829727
Epoch 1/1 | Batch 68/1767 | Avg Loss: 0.30571871820618124
Epoch 1/1 | Batch 85/1767 | Avg Loss: 0.30262386360589194
Epoch 1/1 | Batch 102/1767 | Avg Loss: 0.29966339205994325
Epoch 1/1 | Batch 119/1767 | Avg Loss: 0.3232221121297163
Epoch 1/1 | Batch 136/1767 | Avg Loss: 0.3066141736858031
Epoch 1/1 | Batch 153/1767 | Avg Loss: 0.27374426845241995
Epoch 1/1 | Batch 170/1767 | Avg Loss: 0.30986279424499064
Epoch 1/1 | Batch 187/1767 | Avg Loss: 0.3024730647311491
Epoch 1/1 | Batch 204/1767 | Avg Loss: 0.29616837992387657
Epoch 1/1 | Batch 221/1767 | Avg Loss: 0.30036553828155294
Epoch 1/1 | Batch 238/1767 | Avg Loss: 0.31488609051003175
Epoch 1/1 | Batch 255/1767 | Avg Loss: 0.3224184679634431
Epoch 1/1 | Batch 272/1767 | Avg Loss: 0.3087611321140738
Epoch 1/1 | Batch 289/1767 | Avg Loss: 0.2988874859669629
Epoch 1/1 | Batch 306/1767 | Avg Loss: 0.28438187522046704
Epoch 1/1 | Batch 323/1767 | Avg Loss: 0.2670054926591761
Epoch 1/1 | Batch 340/1767 | Avg Loss: 0.278783257393276
Epoch 1/1 | Batch 357/1767 | Avg Loss: 0.27475476001991944
Epoch 1/1 | Batch 374/1767 | Avg Loss: 0.2880648690111497
Epoch 1/1 | Batch 391/1767 | Avg Loss: 0.29442912164856405
Epoch 1/1 | Batch 408/1767 | Avg Loss: 0.2546163569478428
Epoch 1/1 | Batch 425/1767 | Avg Loss: 0.2669091759359135
Epoch 1/1 | Batch 442/1767 | Avg Loss: 0.2690025208627476
Epoch 1/1 | Batch 459/1767 | Avg Loss: 0.23933787819217234
Epoch 1/1 | Batch 476/1767 | Avg Loss: 0.2639576705063091
Epoch 1/1 | Batch 493/1767 | Avg Loss: 0.28641149314010844
Epoch 1/1 | Batch 510/1767 | Avg Loss: 0.276396740008803
Epoch 1/1 | Batch 527/1767 | Avg Loss: 0.2466230488875333
